average1,mean1,std1,skew1,average2,mean2,std2,skew2,average3,mean3,std3,skew3,average4,mean4,std4,skew4,average5,mean5,std5,skew5,average6,mean6,std6,skew6,average7,mean7,std7,skew7,average8,mean8,std8,skew8,average9,mean9,std9,skew9,average10,mean10,std10,skew10,average11,mean11,std11,skew11,average12,mean12,std12,skew12,average13,mean13,std13,skew13
-4.050747139423649,-4.050747139423649,2.129274845306762,-0.12228144972950218,-1.8652114907449344,-1.8652114907449344,3.0552252348186584,0.011405703796963687,-2.2322171606282413,-2.2322171606282413,2.5331759684904376,0.17861113060473766,-2.6861935081794006,-2.6861935081794006,2.5449636336335932,0.20559055160497783,-3.155330217471802,-3.155330217471802,2.5239030309551236,0.5515803590107087,-3.674842450031325,-3.674842450031325,2.170681885407562,0.7237108196353612,-3.722753967593343,-3.722753967593343,1.9185686965685371,0.8434472705025411,-3.951813043668656,-3.951813043668656,1.6065199067498255,0.872022517980274,-3.6164293840549013,-3.6164293840549013,1.5010984931352689,0.7298751661608379,-2.8928096397100616,-2.8928096397100616,1.7348355044334318,0.6234468036242323,-2.3038237359180087,-2.3038237359180087,2.0225035118834853,0.7950375231827913,-1.6059110966313828,-1.6059110966313828,2.145519932628101,0.49486781802585567,-1.9807384882358554,-1.9807384882358554,1.8846401204711392,0.44710157719502214,2
-5.263982064683869,-5.263982064683869,2.813131797214716,0.24851890421034195,-4.260745132463265,-4.260745132463265,3.5835845852379538,0.12226456963763412,-3.332519759224229,-3.332519759224229,4.057054127085225,0.10576908719760557,-3.276329016679711,-3.276329016679711,3.988396377536707,0.20209477781970425,-4.230175642061352,-4.230175642061352,3.4868251434741766,0.5070966218034348,-4.652174619100615,-4.652174619100615,3.2917378338098002,0.4386481243301253,-4.0953116177922855,-4.0953116177922855,3.4408654663197034,0.3393813125115449,-3.640580168613096,-3.640580168613096,3.5097724058221482,0.18880730165471024,-3.633306515466269,-3.633306515466269,3.3925590965153756,0.1477104641039605,-3.7071580067140375,-3.7071580067140375,3.2789720324225047,0.0670020496938055,-3.2473331833720773,-3.2473331833720773,3.4593596266935807,-0.01464654620544364,-3.1216249845246082,-3.1216249845246082,3.443169556787702,-0.07800224375281277,-3.104150627708597,-3.104150627708597,3.503159491388851,-0.028331708391480605,2
-5.589214483029257,-5.589214483029257,3.5733068173468143,-0.668585344759731,-4.32676100659001,-4.32676100659001,3.900774303473204,-1.0470729155515248,-3.3674090900953337,-3.3674090900953337,4.250168178674062,-0.8044651653800794,-3.0262468897432693,-3.0262468897432693,4.309741876573603,-0.60732379191252,-3.1184088759289996,-3.1184088759289996,4.153237146998557,-0.41494012379252865,-3.5277584083228852,-3.5277584083228852,3.7638946217980966,-0.26581953080093734,-4.012336804793261,-4.012336804793261,3.1848987837711795,-0.42042555505851764,-4.051694403649223,-4.051694403649223,2.869166440612381,-0.6842326353640533,-3.9118620826056505,-3.9118620826056505,2.72526189918675,-0.7028426715742099,-3.8411614716777747,-3.8411614716777747,2.4892706460883645,-1.0229578488559758,-3.6913789200046536,-3.6913789200046536,2.4031728696580554,-1.1563955950860088,-3.1872783547874954,-3.1872783547874954,2.5912630573695776,-0.9291299889094293,-3.555216327848717,-3.555216327848717,2.218316585458332,-1.5736855824705365,2
-5.04311971256831,-5.04311971256831,3.0050085829055515,0.07831938405666482,-2.9838913505294546,-2.9838913505294546,3.2271176177390117,0.1523399504864508,-2.39762798200183,-2.39762798200183,3.2291284929864257,0.17636430460565405,-3.0500435730855338,-3.0500435730855338,3.3544337896830636,0.2881374745496943,-3.7888045991837807,-3.7888045991837807,2.9344094708459014,0.6313780956633581,-4.55278067514381,-4.55278067514381,2.888199776458475,0.6596406990426775,-4.559218743023613,-4.559218743023613,2.710979871221794,0.608107250560051,-4.402600348494502,-4.402600348494502,2.5264927892665336,0.6109605221458475,-3.679818328568157,-3.679818328568157,2.648129162747757,0.33733229720003655,-2.951431088823563,-2.951431088823563,2.9648759678521666,0.2617298498596699,-2.5216057735989805,-2.5216057735989805,3.136919576040864,0.261846231259199,-2.5069427295161146,-2.5069427295161146,3.000745011360676,0.33011364684958017,-2.7764854920361834,-2.7764854920361834,2.6417256237864706,0.36146511330893916,2
-8.728526366381129,-8.728526366381129,8.742840153922675,-0.4844863173105142,-8.968801574674355,-8.968801574674355,10.360590036455218,-0.519134210409318,-9.173204945099616,-9.173204945099616,10.92000835484891,-0.48207998327028667,-9.481642021066461,-9.481642021066461,11.15875270867352,-0.4614203854976377,-10.248482465990692,-10.248482465990692,10.927883755452488,-0.4578085897041804,-10.986527983746996,-10.986527983746996,10.575326936772456,-0.49483037321507906,-11.386305627024104,-11.386305627024104,10.457875632453876,-0.521807303829262,-11.234396592840879,-11.234396592840879,10.738498203581187,-0.5351735526685965,-10.829759129622376,-10.829759129622376,11.221748429157412,-0.5220463457426961,-10.262240773714543,-10.262240773714543,11.84138064483214,-0.4916859484140871,-10.246343464914464,-10.246343464914464,11.9508636615002,-0.4903966200876305,-10.820146231855526,-10.820146231855526,11.506926510361392,-0.523738725744062,-11.026070346668568,-11.026070346668568,11.342368464340858,-0.5275888363564375,2
-8.443520883026197,-8.443520883026197,7.231976804713748,-0.7029427238185775,-7.105482147578348,-7.105482147578348,7.930658284602519,-0.7041469741371758,-6.51637369352736,-6.51637369352736,7.877398922570146,-0.6120617078084207,-6.171679326409889,-6.171679326409889,7.589488273062252,-0.5503352242165754,-5.980078497639146,-5.980078497639146,7.34516731136604,-0.42911384997073415,-6.069611576382419,-6.069611576382419,6.972232889522669,-0.31724011850047323,-6.237282395942832,-6.237282395942832,6.510863081567405,-0.28556545626692126,-6.296956423954636,-6.296956423954636,6.135985715409411,-0.314395631245912,-6.599313190962218,-6.599313190962218,5.558292013328866,-0.3817785079422722,-5.692631090509865,-5.692631090509865,5.787119047546493,-0.39699731961151186,-4.994208521959903,-4.994208521959903,6.0962563865139625,-0.3513028073579353,-5.59212999365318,-5.59212999365318,5.6729386583738295,-0.26527361257305426,-5.7847997248882175,-5.7847997248882175,5.475387237684815,-0.223184890794899,2
-8.397175595022475,-8.397175595022475,5.9749451252874,-0.8756937137156353,-7.075715636881318,-7.075715636881318,6.495322750283144,-0.7693018928859695,-5.985853434299803,-5.985853434299803,6.775481063534678,-0.6866896126968872,-5.3369847287589085,-5.3369847287589085,6.755478793824297,-0.6339319747679741,-5.899680785607481,-5.899680785607481,6.2578734228855355,-0.5028762951284043,-5.861784203839953,-5.861784203839953,6.30035402215633,-0.258537416997974,-5.343456436007085,-5.343456436007085,6.4385848197042765,-0.17699775369038565,-5.047460213848974,-5.047460213848974,6.134283445671585,-0.21372866567545937,-4.839982247816346,-4.839982247816346,5.771885697212787,-0.35022696723044633,-4.094411211031328,-4.094411211031328,5.848739459412755,-0.48899601243882806,-2.683382366438753,-2.683382366438753,6.062614826910981,-0.5919683333187473,-3.1951191257398146,-3.1951191257398146,5.477732763476645,-0.6457358637661355,-3.211889356551241,-3.211889356551241,5.354807086139862,-0.65255809782982,2
-3.3040792014053655,-3.3040792014053655,3.1117801510524083,-1.3865977271875394,-3.2732536181737584,-3.2732536181737584,3.5758454472962407,-1.3239832230766995,-3.6656150994077272,-3.6656150994077272,3.625885142970551,-1.1185125329943986,-4.0851281294897195,-4.0851281294897195,3.5855069875171055,-0.8156076018538156,-4.897266104054215,-4.897266104054215,3.243835319951315,-0.8227799527536496,-5.2541784640593985,-5.2541784640593985,3.1180476568764774,-0.6767347896650975,-5.293191005959306,-5.293191005959306,3.0585095221668963,-0.6220801818659983,-5.035297254536466,-5.035297254536466,3.0532694703678764,-0.7733785210954686,-4.856031477321352,-4.856031477321352,3.158081735763961,-0.6721869354988665,-4.675429317743611,-4.675429317743611,3.1206341842392633,-0.7191881075480562,-4.334321779297206,-4.334321779297206,3.255829310645365,-0.5588619337449536,-4.169404713284757,-4.169404713284757,3.3000825937339777,-0.5071414817341038,-4.4340697367664745,-4.4340697367664745,3.28269884878295,-0.377118045644852,2
-7.422519444414121,-7.422519444414121,4.637260723154651,-0.2191621693994992,-5.849550950300954,-5.849550950300954,4.948439277747257,-0.28621919098658566,-4.49998293222881,-4.49998293222881,5.289272547224481,-0.2265011719601791,-4.188507834832487,-4.188507834832487,5.0785682289123955,-0.1327211921085892,-5.0989840983481525,-5.0989840983481525,4.305996065662814,-0.0386930692398964,-5.590827877595159,-5.590827877595159,3.647540317175836,-0.22697944803988823,-5.714935290312116,-5.714935290312116,3.376817253632833,-0.2059053931137015,-5.222215203522745,-5.222215203522745,3.2797258453960523,-0.2978778974956362,-4.611698322874291,-4.611698322874291,3.2871039662176544,-0.45248308260210446,-4.03595633554216,-4.03595633554216,3.379777402828289,-0.4844455939281543,-3.830524967381893,-3.830524967381893,3.390815062248311,-0.4763024281327702,-4.714533228909197,-4.714533228909197,2.838823572852316,-0.5606032781511772,-5.1902176024334175,-5.1902176024334175,2.684469851965352,-0.42209310949841344,2
-4.609119736558051,-4.609119736558051,2.908890611023178,-2.3157759981817616,-3.366001777455891,-3.366001777455891,3.3701508796048336,-1.96892748346805,-2.5332918098708146,-2.5332918098708146,3.5298573381076905,-1.5254056322954432,-2.0431750420833192,-2.0431750420833192,3.4077327107114783,-1.3547195486273096,-2.544129268203463,-2.544129268203463,2.755475491251814,-2.331229462369804,-2.7901561076239387,-2.7901561076239387,2.379599407733317,-3.3168532008396845,-2.4835261784418776,-2.4835261784418776,2.4678409480765926,-2.770303582475185,-2.233876673200924,-2.233876673200924,2.338864454676226,-3.2084930913025063,-1.6357281446544323,-1.6357281446544323,2.436657226002915,-2.962220204383181,-1.2812853805665938,-1.2812853805665938,2.4420503098648445,-2.8740909919760025,-1.1039612068330262,-1.1039612068330262,2.4224761378121125,-2.6877835739695253,-1.366223826822644,-1.366223826822644,2.1886248002150244,-3.201340770545736,-1.3267006506494616,-1.3267006506494616,2.445821865718411,-1.8639732988449478,2
